"","...1","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"14901",7451,746,1,1,7451,0,0,3,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14902",17451,746,1,2,7451,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14903",7452,746,2,1,7452,50,0,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14904",17452,746,2,2,7452,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14905",7453,746,3,1,7453,100,100,1,1,0,0,0,0,"$100 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14906",17453,746,3,2,7453,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14907",7454,746,4,1,7454,1000,0,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14908",17454,746,4,2,7454,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14909",7455,746,5,1,7455,100,0,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14910",17455,746,5,2,7455,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14911",7456,746,6,1,7456,200,0,0,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14912",17456,746,6,2,7456,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14913",7457,746,7,1,7457,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14914",17457,746,7,2,7457,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14915",7458,746,8,1,7458,100,0,1,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14916",17458,746,8,2,7458,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14917",7459,746,9,1,7459,50,300,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14918",17459,746,9,2,7459,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14919",7460,746,10,1,7460,200,100,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",NA
"14920",17460,746,10,2,7460,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14921",7461,747,1,1,7461,100,300,0,1,0,0,0,0,"$100 in cash","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"14922",17461,747,1,2,7461,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14923",7462,747,2,1,7462,50,0,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14924",17462,747,2,2,7462,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14925",7463,747,3,1,7463,500,0,1,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14926",17463,747,3,2,7463,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14927",7464,747,4,1,7464,500,200,3,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14928",17464,747,4,2,7464,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14929",7465,747,5,1,7465,50,0,10,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14930",17465,747,5,2,7465,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14931",7466,747,6,1,7466,1000,100,1,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14932",17466,747,6,2,7466,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14933",7467,747,7,1,7467,50,500,10,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14934",17467,747,7,2,7467,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14935",7468,747,8,1,7468,1000,200,10,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14936",17468,747,8,2,7468,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14937",7469,747,9,1,7469,500,300,10,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14938",17469,747,9,2,7469,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14939",7470,747,10,1,7470,200,500,0,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"14940",17470,747,10,2,7470,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14941",7471,748,1,1,7471,100,500,10,1,0,0,0,0,"$100 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14942",17471,748,1,2,7471,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14943",7472,748,2,1,7472,500,300,3,1,0,0,0,0,"$500 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14944",17472,748,2,2,7472,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14945",7473,748,3,1,7473,0,1000,1,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14946",17473,748,3,2,7473,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14947",7474,748,4,1,7474,500,0,3,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14948",17474,748,4,2,7474,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14949",7475,748,5,1,7475,50,0,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14950",17475,748,5,2,7475,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14951",7476,748,6,1,7476,300,0,3,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14952",17476,748,6,2,7476,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14953",7477,748,7,1,7477,1000,0,3,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14954",17477,748,7,2,7477,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14955",7478,748,8,1,7478,50,0,10,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14956",17478,748,8,2,7478,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14957",7479,748,9,1,7479,500,200,1,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14958",17479,748,9,2,7479,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14959",7480,748,10,1,7480,50,0,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14960",17480,748,10,2,7480,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14961",7481,749,1,1,7481,300,0,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14962",17481,749,1,2,7481,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14963",7482,749,2,1,7482,300,500,3,1,0,0,0,0,"$300 in cash","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14964",17482,749,2,2,7482,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14965",7483,749,3,1,7483,1000,0,1,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14966",17483,749,3,2,7483,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14967",7484,749,4,1,7484,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14968",17484,749,4,2,7484,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14969",7485,749,5,1,7485,200,0,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"14970",17485,749,5,2,7485,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14971",7486,749,6,1,7486,100,0,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14972",17486,749,6,2,7486,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14973",7487,749,7,1,7487,200,300,0,1,0,0,0,0,"$200 in cash","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",NA
"14974",17487,749,7,2,7487,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14975",7488,749,8,1,7488,200,0,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"14976",17488,749,8,2,7488,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14977",7489,749,9,1,7489,200,0,3,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14978",17489,749,9,2,7489,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14979",7490,749,10,1,7490,50,300,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14980",17490,749,10,2,7490,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14981",7491,750,1,1,7491,0,100,0,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",NA
"14982",17491,750,1,2,7491,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14983",7492,750,2,1,7492,50,0,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14984",17492,750,2,2,7492,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14985",7493,750,3,1,7493,300,0,1,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14986",17493,750,3,2,7493,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14987",7494,750,4,1,7494,1000,0,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14988",17494,750,4,2,7494,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14989",7495,750,5,1,7495,500,0,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14990",17495,750,5,2,7495,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14991",7496,750,6,1,7496,200,0,3,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14992",17496,750,6,2,7496,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14993",7497,750,7,1,7497,500,0,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14994",17497,750,7,2,7497,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14995",7498,750,8,1,7498,500,0,1,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"14996",17498,750,8,2,7498,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14997",7499,750,9,1,7499,1000,300,3,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"14998",17499,750,9,2,7499,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"14999",7500,750,10,1,7500,0,200,1,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15000",17500,750,10,2,7500,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15001",7501,751,1,1,7501,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15002",17501,751,1,2,7501,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15003",7502,751,2,1,7502,100,200,0,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Door-door vaccinations",NA
"15004",17502,751,2,2,7502,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15005",7503,751,3,1,7503,300,0,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15006",17503,751,3,2,7503,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15007",7504,751,4,1,7504,200,500,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"15008",17504,751,4,2,7504,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15009",7505,751,5,1,7505,100,0,10,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15010",17505,751,5,2,7505,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15011",7506,751,6,1,7506,300,1000,10,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15012",17506,751,6,2,7506,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15013",7507,751,7,1,7507,300,0,3,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15014",17507,751,7,2,7507,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15015",7508,751,8,1,7508,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15016",17508,751,8,2,7508,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15017",7509,751,9,1,7509,500,500,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"15018",17509,751,9,2,7509,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15019",7510,751,10,1,7510,1000,0,10,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15020",17510,751,10,2,7510,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15021",7511,752,1,1,7511,300,500,1,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15022",17511,752,1,2,7511,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15023",7512,752,2,1,7512,1000,0,3,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15024",17512,752,2,2,7512,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15025",7513,752,3,1,7513,500,300,1,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15026",17513,752,3,2,7513,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15027",7514,752,4,1,7514,50,500,0,1,0,0,0,0,"$50 in cash","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"15028",17514,752,4,2,7514,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15029",7515,752,5,1,7515,200,0,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"15030",17515,752,5,2,7515,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15031",7516,752,6,1,7516,50,500,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15032",17516,752,6,2,7516,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15033",7517,752,7,1,7517,300,100,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15034",17517,752,7,2,7517,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15035",7518,752,8,1,7518,0,0,3,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15036",17518,752,8,2,7518,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15037",7519,752,9,1,7519,500,0,3,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15038",17519,752,9,2,7519,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15039",7520,752,10,1,7520,100,0,10,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15040",17520,752,10,2,7520,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15041",7521,753,1,1,7521,100,100,1,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15042",17521,753,1,2,7521,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15043",7522,753,2,1,7522,300,50,10,1,0,0,0,0,"$300 in cash","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15044",17522,753,2,2,7522,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15045",7523,753,3,1,7523,1000,500,0,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"15046",17523,753,3,2,7523,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15047",7524,753,4,1,7524,300,500,0,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",NA
"15048",17524,753,4,2,7524,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15049",7525,753,5,1,7525,50,50,0,1,0,0,0,0,"$50 in cash","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"15050",17525,753,5,2,7525,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15051",7526,753,6,1,7526,200,200,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15052",17526,753,6,2,7526,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15053",7527,753,7,1,7527,500,200,3,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15054",17527,753,7,2,7527,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15055",7528,753,8,1,7528,0,100,3,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15056",17528,753,8,2,7528,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15057",7529,753,9,1,7529,1000,1000,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15058",17529,753,9,2,7529,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15059",7530,753,10,1,7530,100,500,1,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15060",17530,753,10,2,7530,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15061",7531,754,1,1,7531,500,500,1,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15062",17531,754,1,2,7531,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15063",7532,754,2,1,7532,0,1000,3,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15064",17532,754,2,2,7532,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15065",7533,754,3,1,7533,200,50,0,1,0,0,0,0,"$200 in cash","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",NA
"15066",17533,754,3,2,7533,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15067",7534,754,4,1,7534,200,500,10,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15068",17534,754,4,2,7534,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15069",7535,754,5,1,7535,1000,50,3,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15070",17535,754,5,2,7535,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15071",7536,754,6,1,7536,300,50,10,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15072",17536,754,6,2,7536,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15073",7537,754,7,1,7537,0,0,0,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"15074",17537,754,7,2,7537,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15075",7538,754,8,1,7538,0,1000,3,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15076",17538,754,8,2,7538,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15077",7539,754,9,1,7539,100,200,3,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15078",17539,754,9,2,7539,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15079",7540,754,10,1,7540,1000,0,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",NA
"15080",17540,754,10,2,7540,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15081",7541,755,1,1,7541,200,100,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15082",17541,755,1,2,7541,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15083",7542,755,2,1,7542,1000,0,1,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",NA
"15084",17542,755,2,2,7542,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15085",7543,755,3,1,7543,50,0,3,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15086",17543,755,3,2,7543,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15087",7544,755,4,1,7544,300,0,10,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",NA
"15088",17544,755,4,2,7544,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
"15089",7545,755,5,1,7545,1000,200,3,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",NA
"15090",17545,755,5,2,7545,0,0,0,0,0,0,0,1,NA,NA,NA,"I will not take the vaccine under this condition."
