"","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"15285",911,5,2,7285,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7286",911,6,1,7286,1000,100,3,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15286",911,6,2,7286,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7287",911,7,1,7287,300,500,10,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15287",911,7,2,7287,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7288",911,8,1,7288,0,1000,3,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15288",911,8,2,7288,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7289",912,1,1,7289,0,50,3,0,0,1,0,0,"No incentives for compliance","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15289",912,1,2,7289,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7290",912,2,1,7290,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15290",912,2,2,7290,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7291",912,3,1,7291,500,300,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15291",912,3,2,7291,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7292",912,4,1,7292,100,500,0,1,0,0,0,0,"$100 in cash","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"15292",912,4,2,7292,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7293",912,5,1,7293,1000,0,3,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15293",912,5,2,7293,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7294",912,6,1,7294,500,50,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"15294",912,6,2,7294,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7295",912,7,1,7295,200,0,0,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15295",912,7,2,7295,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7296",912,8,1,7296,1000,100,0,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"15296",912,8,2,7296,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7297",913,1,1,7297,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15297",913,1,2,7297,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7298",913,2,1,7298,0,200,10,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15298",913,2,2,7298,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7299",913,3,1,7299,1000,0,1,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15299",913,3,2,7299,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7300",913,4,1,7300,0,0,10,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15300",913,4,2,7300,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7301",913,5,1,7301,200,0,1,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15301",913,5,2,7301,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7302",913,6,1,7302,200,1000,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15302",913,6,2,7302,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7303",913,7,1,7303,500,0,3,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15303",913,7,2,7303,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7304",913,8,1,7304,300,0,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15304",913,8,2,7304,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7305",914,1,1,7305,200,1000,10,1,0,0,0,0,"$200 in cash","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15305",914,1,2,7305,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7306",914,2,1,7306,0,0,3,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15306",914,2,2,7306,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7307",914,3,1,7307,500,100,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15307",914,3,2,7307,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7308",914,4,1,7308,200,0,10,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15308",914,4,2,7308,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7309",914,5,1,7309,200,100,0,1,0,0,0,0,"$200 in cash","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"15309",914,5,2,7309,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7310",914,6,1,7310,100,0,1,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15310",914,6,2,7310,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7311",914,7,1,7311,500,0,1,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15311",914,7,2,7311,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7312",914,8,1,7312,0,0,10,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15312",914,8,2,7312,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7313",915,1,1,7313,500,0,10,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15313",915,1,2,7313,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7314",915,2,1,7314,200,100,1,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15314",915,2,2,7314,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7315",915,3,1,7315,1000,500,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"15315",915,3,2,7315,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7316",915,4,1,7316,50,0,0,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15316",915,4,2,7316,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7317",915,5,1,7317,200,500,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"15317",915,5,2,7317,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7318",915,6,1,7318,100,0,10,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15318",915,6,2,7318,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7319",915,7,1,7319,500,300,10,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15319",915,7,2,7319,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7320",915,8,1,7320,1000,50,0,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"15320",915,8,2,7320,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7321",916,1,1,7321,1000,0,1,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15321",916,1,2,7321,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7322",916,2,1,7322,1000,1000,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15322",916,2,2,7322,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7323",916,3,1,7323,1000,200,1,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15323",916,3,2,7323,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7324",916,4,1,7324,0,0,1,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15324",916,4,2,7324,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7325",916,5,1,7325,1000,100,10,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15325",916,5,2,7325,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7326",916,6,1,7326,1000,100,10,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15326",916,6,2,7326,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7327",916,7,1,7327,1000,0,1,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15327",916,7,2,7327,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7328",916,8,1,7328,0,300,0,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"15328",916,8,2,7328,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7329",917,1,1,7329,200,300,3,1,0,0,0,0,"$200 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15329",917,1,2,7329,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7330",917,2,1,7330,300,0,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15330",917,2,2,7330,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7331",917,3,1,7331,50,0,0,1,0,0,0,0,"$50 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15331",917,3,2,7331,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7332",917,4,1,7332,50,500,10,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15332",917,4,2,7332,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7333",917,5,1,7333,100,500,0,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"15333",917,5,2,7333,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7334",917,6,1,7334,300,0,1,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15334",917,6,2,7334,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7335",917,7,1,7335,300,50,0,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"15335",917,7,2,7335,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7336",917,8,1,7336,500,0,1,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15336",917,8,2,7336,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7337",918,1,1,7337,300,1000,3,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15337",918,1,2,7337,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7338",918,2,1,7338,0,0,3,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15338",918,2,2,7338,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7339",918,3,1,7339,500,0,3,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15339",918,3,2,7339,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7340",918,4,1,7340,0,0,1,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15340",918,4,2,7340,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7341",918,5,1,7341,1000,0,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15341",918,5,2,7341,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7342",918,6,1,7342,1000,300,0,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"15342",918,6,2,7342,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7343",918,7,1,7343,200,0,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15343",918,7,2,7343,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7344",918,8,1,7344,300,200,1,0,0,1,0,0,"$300 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15344",918,8,2,7344,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7345",919,1,1,7345,0,200,3,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15345",919,1,2,7345,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7346",919,2,1,7346,50,200,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15346",919,2,2,7346,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7347",919,3,1,7347,500,0,3,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15347",919,3,2,7347,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7348",919,4,1,7348,1000,300,0,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"15348",919,4,2,7348,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7349",919,5,1,7349,100,0,3,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15349",919,5,2,7349,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7350",919,6,1,7350,100,500,3,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15350",919,6,2,7350,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7351",919,7,1,7351,1000,0,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15351",919,7,2,7351,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7352",919,8,1,7352,50,0,10,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15352",919,8,2,7352,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7353",920,1,1,7353,200,0,3,1,0,0,0,0,"$200 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15353",920,1,2,7353,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7354",920,2,1,7354,200,0,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15354",920,2,2,7354,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7355",920,3,1,7355,50,0,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15355",920,3,2,7355,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7356",920,4,1,7356,100,0,0,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15356",920,4,2,7356,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7357",920,5,1,7357,1000,0,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15357",920,5,2,7357,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7358",920,6,1,7358,50,0,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15358",920,6,2,7358,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7359",920,7,1,7359,0,0,0,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15359",920,7,2,7359,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7360",920,8,1,7360,300,500,10,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15360",920,8,2,7360,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7361",921,1,1,7361,1000,100,10,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15361",921,1,2,7361,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7362",921,2,1,7362,0,100,10,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15362",921,2,2,7362,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7363",921,3,1,7363,300,0,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15363",921,3,2,7363,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7364",921,4,1,7364,500,0,0,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15364",921,4,2,7364,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7365",921,5,1,7365,1000,0,10,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15365",921,5,2,7365,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7366",921,6,1,7366,100,0,10,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15366",921,6,2,7366,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7367",921,7,1,7367,500,0,0,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15367",921,7,2,7367,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7368",921,8,1,7368,200,50,1,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $50 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15368",921,8,2,7368,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7369",922,1,1,7369,0,0,0,0,0,0,1,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15369",922,1,2,7369,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7370",922,2,1,7370,0,0,3,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15370",922,2,2,7370,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7371",922,3,1,7371,300,500,10,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15371",922,3,2,7371,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7372",922,4,1,7372,100,300,1,0,1,0,0,0,"$100 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15372",922,4,2,7372,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7373",922,5,1,7373,300,1000,0,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",""
"15373",922,5,2,7373,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7374",922,6,1,7374,50,500,1,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15374",922,6,2,7374,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7375",922,7,1,7375,0,300,1,0,1,0,0,0,"No incentives for compliance","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15375",922,7,2,7375,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7376",922,8,1,7376,50,1000,0,1,0,0,0,0,"$50 in cash","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",""
"15376",922,8,2,7376,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7377",923,1,1,7377,300,0,3,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15377",923,1,2,7377,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7378",923,2,1,7378,500,0,0,1,0,0,0,0,"$500 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15378",923,2,2,7378,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7379",923,3,1,7379,500,0,10,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15379",923,3,2,7379,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7380",923,4,1,7380,200,0,3,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15380",923,4,2,7380,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7381",923,5,1,7381,50,0,10,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15381",923,5,2,7381,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7382",923,6,1,7382,300,200,1,1,0,0,0,0,"$300 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15382",923,6,2,7382,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7383",923,7,1,7383,300,0,1,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15383",923,7,2,7383,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7384",923,8,1,7384,50,1000,3,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $1000 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15384",923,8,2,7384,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7385",924,1,1,7385,100,100,10,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15385",924,1,2,7385,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7386",924,2,1,7386,0,0,3,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15386",924,2,2,7386,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7387",924,3,1,7387,200,0,10,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15387",924,3,2,7387,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7388",924,4,1,7388,500,0,10,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15388",924,4,2,7388,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7389",924,5,1,7389,50,200,10,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15389",924,5,2,7389,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
